Generation,Mutation_Rate,Crossover_Rate,Selection_Method,Max_Fitness_Session,Finished_Cars,Leader_Gates
91,0.050,0.80,Tournament,516000.00,29,16
92,0.050,0.80,Tournament,516000.00,43,16
93,0.050,0.80,Tournament,516000.00,18,16
94,0.050,0.80,Tournament,516000.00,45,16
95,0.050,0.80,Tournament,516000.00,53,16
96,0.050,0.80,Tournament,516000.00,30,16
97,0.050,0.80,Tournament,516000.00,43,16
98,0.050,0.80,Tournament,516000.00,48,16
99,0.050,0.80,Tournament,516000.00,34,16
100,0.050,0.80,Tournament,516000.00,54,16
101,0.050,0.80,Tournament,516000.00,56,16
102,0.050,0.80,Tournament,516000.00,37,16
103,0.050,0.80,Tournament,516000.00,47,16
104,0.050,0.80,Tournament,516000.00,57,16
105,0.050,0.80,Tournament,516000.00,41,16
106,0.050,0.80,Tournament,516000.00,56,16
107,0.050,0.80,Tournament,516000.00,51,16
108,0.050,0.80,Tournament,516000.00,50,16
109,0.050,0.80,Tournament,516000.00,52,16
110,0.050,0.80,Tournament,516000.00,57,16
111,0.050,0.80,Tournament,516000.00,38,16
112,0.050,0.80,Tournament,516000.00,61,16
113,0.050,0.80,Tournament,516000.00,68,16
114,0.050,0.80,Tournament,516000.00,53,16
115,0.050,0.80,Tournament,516000.00,54,16
116,0.050,0.80,Tournament,516000.00,58,16
117,0.050,0.80,Tournament,516000.00,46,16
118,0.050,0.80,Tournament,516000.00,56,16
119,0.050,0.80,Tournament,516000.00,61,16
120,0.050,0.80,Tournament,516000.00,52,16
121,0.050,0.80,Tournament,516000.00,58,16
