Generation,Mutation_Rate,Crossover_Rate,Selection_Method,Max_Fitness_Session,Finished_Cars,Leader_Gates
46,0.050,0.80,Tournament,9000.80,0,4
47,0.050,0.80,Tournament,9000.80,0,4
48,0.050,0.80,Tournament,9000.80,0,8
49,0.050,0.80,Tournament,9000.80,0,4
50,0.050,0.80,Tournament,9000.80,0,4
51,0.050,0.80,Tournament,9000.82,0,9
52,0.050,0.80,Tournament,9000.82,0,4
53,0.050,0.80,Tournament,9000.82,0,4
54,0.050,0.80,Tournament,9000.87,0,9
55,0.050,0.80,Tournament,9000.87,0,4
56,0.050,0.80,Tournament,9000.87,0,4
57,0.050,0.80,Tournament,9000.87,0,9
58,0.050,0.80,Tournament,9000.87,0,4
59,0.050,0.80,Tournament,9000.87,0,4
60,0.050,0.80,Tournament,9000.87,0,9
61,0.050,0.80,Tournament,9000.87,0,4
62,0.050,0.80,Tournament,9000.87,0,4
63,0.050,0.80,Tournament,9000.87,0,9
64,0.050,0.80,Tournament,9000.87,0,4
65,0.050,0.80,Tournament,9000.87,0,4
66,0.050,0.80,Tournament,9000.87,0,9
67,0.050,0.80,Tournament,9000.87,0,4
68,0.050,0.80,Tournament,9000.87,0,4
69,0.050,0.80,Tournament,9000.87,0,9
70,0.050,0.80,Tournament,9000.87,0,4
71,0.050,0.80,Tournament,9000.87,0,4
72,0.050,0.80,Tournament,9000.89,0,9
73,0.050,0.80,Tournament,9000.89,0,9
74,0.050,0.80,Tournament,9000.89,0,4
75,0.050,0.80,Tournament,10000.63,0,10
76,0.050,0.80,Tournament,10000.63,0,4
77,0.050,0.80,Tournament,10000.63,0,4
78,0.050,0.80,Tournament,10000.63,0,10
79,0.050,0.80,Tournament,10000.63,0,4
80,0.050,0.80,Tournament,10000.63,0,4
81,0.050,0.80,Tournament,10000.75,0,10
82,0.050,0.80,Tournament,10000.75,0,4
83,0.050,0.80,Tournament,10000.75,0,4
84,0.050,0.80,Tournament,10000.75,0,10
85,0.050,0.80,Tournament,10000.75,0,4
86,0.050,0.80,Tournament,10000.75,0,4
87,0.050,0.80,Tournament,10000.75,0,10
88,0.050,0.80,Tournament,10000.75,0,9
89,0.050,0.80,Tournament,10000.75,0,4
90,0.050,0.80,Tournament,10000.82,0,10
91,0.050,0.80,Tournament,10000.82,0,9
92,0.050,0.80,Tournament,10000.82,0,4
93,0.050,0.80,Tournament,10000.82,0,10
94,0.050,0.80,Tournament,10000.82,0,8
95,0.050,0.80,Tournament,10000.82,0,8
96,0.050,0.80,Tournament,516000.00,2,16
97,0.050,0.80,Tournament,516000.00,0,9
98,0.050,0.80,Tournament,516000.00,0,8
99,0.050,0.80,Tournament,516000.00,1,16
100,0.050,0.80,Tournament,516000.00,0,9
101,0.050,0.80,Tournament,516000.00,0,9
102,0.050,0.80,Tournament,516000.00,3,16
103,0.050,0.80,Tournament,516000.00,0,10
104,0.050,0.80,Tournament,516000.00,0,9
105,0.050,0.80,Tournament,516000.00,2,16
106,0.050,0.80,Tournament,516000.00,2,16
107,0.050,0.80,Tournament,516000.00,0,10
108,0.050,0.80,Tournament,516000.00,6,16
109,0.050,0.80,Tournament,516000.00,0,10
110,0.050,0.80,Tournament,516000.00,0,10
111,0.050,0.80,Tournament,516000.00,3,16
112,0.050,0.80,Tournament,516000.00,1,16
113,0.050,0.80,Tournament,516000.00,0,10
114,0.050,0.80,Tournament,516000.00,8,16
115,0.050,0.80,Tournament,516000.00,7,16
116,0.050,0.80,Tournament,516000.00,0,10
117,0.050,0.80,Tournament,516000.00,7,16
118,0.050,0.80,Tournament,516000.00,6,16
119,0.050,0.80,Tournament,516000.00,0,10
120,0.050,0.80,Tournament,516000.00,12,16
121,0.050,0.80,Tournament,516000.00,8,16
122,0.050,0.80,Tournament,516000.00,1,16
123,0.050,0.80,Tournament,516000.00,11,16
124,0.050,0.80,Tournament,516000.00,14,16
125,0.050,0.80,Tournament,516000.00,1,16
126,0.050,0.80,Tournament,516000.00,6,16
127,0.050,0.80,Tournament,516000.00,12,16
128,0.050,0.80,Tournament,516000.00,4,16
129,0.050,0.80,Tournament,516000.00,11,16
130,0.050,0.80,Tournament,516000.00,11,16
131,0.050,0.80,Tournament,516000.00,8,16
132,0.050,0.80,Tournament,516000.00,8,16
133,0.050,0.80,Tournament,516000.00,16,16
134,0.050,0.80,Tournament,516000.00,1,16
135,0.050,0.80,Tournament,516000.00,12,16
136,0.050,0.80,Tournament,516000.00,17,16
137,0.050,0.80,Tournament,516000.00,5,16
138,0.050,0.80,Tournament,516000.00,5,16
139,0.050,0.80,Tournament,516000.00,16,16
140,0.050,0.80,Tournament,516000.00,2,16
141,0.050,0.80,Tournament,516000.00,6,16
142,0.050,0.80,Tournament,516000.00,15,16
143,0.050,0.80,Tournament,516000.00,5,16
144,0.050,0.80,Tournament,516000.00,9,16
145,0.050,0.80,Tournament,516000.00,14,16
146,0.050,0.80,Tournament,516000.00,7,16
