Generation,Mutation_Rate,Crossover_Rate,Selection_Method,Max_Fitness_Session,Finished_Cars,Leader_Gates
112,0.050,0.80,Tournament,516000.00,1,16
113,0.050,0.80,Tournament,516000.00,4,16
114,0.050,0.80,Tournament,516000.00,4,16
115,0.050,0.80,Tournament,516000.00,1,16
116,0.050,0.80,Tournament,516000.00,3,16
117,0.050,0.80,Tournament,516000.00,11,16
118,0.050,0.80,Tournament,516000.00,6,16
119,0.050,0.80,Tournament,516000.00,4,16
120,0.050,0.80,Tournament,516000.00,9,16
121,0.050,0.80,Tournament,516000.00,6,16
122,0.050,0.80,Tournament,516000.00,9,16
123,0.050,0.80,Tournament,516000.00,13,16
124,0.050,0.80,Tournament,516000.00,11,16
125,0.050,0.80,Tournament,516000.00,14,16
126,0.050,0.80,Tournament,516000.00,17,16
127,0.050,0.80,Tournament,516000.00,12,16
128,0.050,0.80,Tournament,516000.00,12,16
129,0.050,0.80,Tournament,516000.00,13,16
130,0.050,0.80,Tournament,516000.00,16,16
